IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
218.150.189.108,18096,443,true,ICN,Asia Pacific,KR,Seoul,125,3.28
14.63.60.134,50000,443,true,ICN,Asia Pacific,KR,Seoul,116,3.28
119.200.76.236,11920,443,true,ICN,Asia Pacific,KR,Seoul,127,3.28
125.130.205.126,16038,443,true,ICN,Asia Pacific,KR,Seoul,126,3.28
118.45.9.162,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,3.28
14.34.99.223,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,3.27
221.155.32.108,10035,443,true,ICN,Asia Pacific,KR,Seoul,124,3.25
121.169.140.190,11601,443,true,ICN,Asia Pacific,KR,Seoul,120,3.25
220.127.49.73,14443,443,true,ICN,Asia Pacific,KR,Seoul,141,3.25
125.208.102.111,30060,443,true,ICN,Asia Pacific,KR,Seoul,115,3.25
222.105.47.120,10393,443,true,ICN,Asia Pacific,KR,Seoul,132,3.25
175.208.142.21,10000,443,true,ICN,Asia Pacific,KR,Seoul,140,3.24
175.200.213.62,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,3.24
59.25.146.251,16992,443,true,ICN,Asia Pacific,KR,Seoul,122,3.24
121.148.164.225,10046,443,true,ICN,Asia Pacific,KR,Seoul,129,3.22
183.100.192.53,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,3.22
121.141.36.55,12331,443,true,ICN,Asia Pacific,KR,Seoul,122,3.21
222.118.143.27,50000,443,true,ICN,Asia Pacific,KR,Seoul,115,3.21
61.81.13.82,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,3.21
118.40.112.188,19084,443,true,ICN,Asia Pacific,KR,Seoul,142,3.20
175.199.227.244,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.20
220.125.141.121,12000,443,true,ICN,Asia Pacific,KR,Seoul,130,3.19
222.117.185.28,12113,443,true,ICN,Asia Pacific,KR,Seoul,128,3.19
220.88.89.150,10240,443,true,ICN,Asia Pacific,KR,Seoul,128,3.19
175.207.52.161,50004,443,true,ICN,Asia Pacific,KR,Seoul,131,3.19
211.220.65.104,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,3.19
115.23.57.10,50004,443,true,ICN,Asia Pacific,KR,Seoul,125,3.17
121.128.161.235,12383,443,true,ICN,Asia Pacific,KR,Seoul,136,3.17
14.38.164.139,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,3.17
175.215.55.144,12200,443,true,ICN,Asia Pacific,KR,Seoul,124,3.16
218.145.234.206,20150,443,true,ICN,Asia Pacific,KR,Seoul,128,3.16
121.132.58.142,17184,443,true,ICN,Asia Pacific,KR,Seoul,135,3.16
121.180.199.21,12394,443,true,ICN,Asia Pacific,KR,Seoul,130,3.16
211.54.182.174,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.15
121.161.43.155,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,3.15
168.126.111.126,50003,443,true,ICN,Asia Pacific,KR,Seoul,123,3.14
121.156.155.161,12314,443,true,ICN,Asia Pacific,KR,Seoul,125,3.14
125.137.235.104,35531,443,true,ICN,Asia Pacific,KR,Seoul,117,3.13
121.178.112.89,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.13
121.150.91.176,21082,443,true,ICN,Asia Pacific,KR,Seoul,137,3.13
175.199.46.179,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.12
211.184.62.104,14895,443,true,ICN,Asia Pacific,KR,Seoul,125,3.12
14.32.142.250,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.12
175.212.3.140,12348,443,true,ICN,Asia Pacific,KR,Seoul,139,3.12
121.128.161.235,10068,443,true,ICN,Asia Pacific,KR,Seoul,125,3.12
220.89.88.209,14344,443,true,ICN,Asia Pacific,KR,Seoul,126,3.11
121.132.24.246,40005,80,false,ICN,Asia Pacific,KR,Seoul,121,3.11
125.142.168.166,34222,443,true,ICN,Asia Pacific,KR,Seoul,133,3.11
119.206.43.48,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,3.11
118.43.181.146,12413,443,true,ICN,Asia Pacific,KR,Seoul,129,3.10
121.182.150.197,10000,443,true,ICN,Asia Pacific,KR,Seoul,121,3.10
118.37.74.210,21271,443,true,ICN,Asia Pacific,KR,Seoul,118,3.10
59.22.80.192,16070,443,true,ICN,Asia Pacific,KR,Seoul,130,3.09
211.184.62.104,15000,443,true,ICN,Asia Pacific,KR,Seoul,124,3.09
121.149.208.174,12220,443,true,ICN,Asia Pacific,KR,Seoul,126,3.09
220.82.218.143,50000,443,true,ICN,Asia Pacific,KR,Seoul,130,3.09
61.84.78.175,12573,443,true,ICN,Asia Pacific,KR,Seoul,125,3.08
211.199.48.60,12585,443,true,ICN,Asia Pacific,KR,Seoul,124,3.08
175.205.227.202,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,3.08
222.104.23.36,11182,443,true,ICN,Asia Pacific,KR,Seoul,129,3.08
125.136.152.137,10043,443,true,ICN,Asia Pacific,KR,Seoul,127,3.07
220.85.122.216,12132,443,true,ICN,Asia Pacific,KR,Seoul,119,3.07
183.98.8.11,10001,443,true,ICN,Asia Pacific,KR,Seoul,128,3.07
222.112.148.14,14523,443,true,ICN,Asia Pacific,KR,Seoul,147,3.07
220.122.42.198,12334,443,true,ICN,Asia Pacific,KR,Seoul,125,3.07
175.212.101.134,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,3.07
175.206.199.234,12138,443,true,ICN,Asia Pacific,KR,Seoul,128,3.07
121.167.230.98,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,3.07
175.215.25.53,50000,443,true,ICN,Asia Pacific,KR,Seoul,133,3.06
175.203.2.185,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,3.06
183.107.78.213,31210,443,true,ICN,Asia Pacific,KR,Seoul,141,3.06
59.10.212.196,38822,443,true,ICN,Asia Pacific,KR,Seoul,122,3.06
211.197.155.29,21264,443,true,ICN,Asia Pacific,KR,Seoul,121,3.06
59.30.90.249,50000,443,true,ICN,Asia Pacific,KR,Seoul,128,3.04
121.172.164.106,32400,443,true,ICN,Asia Pacific,KR,Seoul,144,3.04
211.194.201.60,25002,443,true,ICN,Asia Pacific,KR,Seoul,131,3.04
211.221.20.167,50000,443,true,ICN,Asia Pacific,KR,Seoul,130,3.04
121.160.137.82,12338,443,true,ICN,Asia Pacific,KR,Seoul,121,3.03
175.195.129.57,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,3.03
14.42.55.33,14875,443,true,ICN,Asia Pacific,KR,Seoul,132,3.02
118.40.112.188,13380,443,true,ICN,Asia Pacific,KR,Seoul,140,3.02
121.181.132.45,12362,443,true,ICN,Asia Pacific,KR,Seoul,126,3.02
220.94.136.232,18055,443,true,ICN,Asia Pacific,KR,Seoul,122,3.02
221.156.210.169,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,3.01
220.92.22.170,12136,443,true,ICN,Asia Pacific,KR,Seoul,118,3.01
222.114.124.22,35559,443,true,ICN,Asia Pacific,KR,Seoul,136,3.01
221.167.134.250,12980,443,true,ICN,Asia Pacific,KR,Seoul,117,3.01
14.54.26.190,21282,443,true,ICN,Asia Pacific,KR,Seoul,144,3.01
118.41.181.140,12590,443,true,ICN,Asia Pacific,KR,Seoul,130,3.01
220.124.251.123,11002,443,true,ICN,Asia Pacific,KR,Seoul,148,3.01
221.157.12.225,21310,443,true,ICN,Asia Pacific,KR,Seoul,128,3.01
221.165.66.12,18062,443,true,ICN,Asia Pacific,KR,Seoul,120,3.01
119.205.15.124,12344,443,true,ICN,Asia Pacific,KR,Seoul,122,3.00
211.197.138.121,12480,443,true,ICN,Asia Pacific,KR,Seoul,122,3.00
211.230.64.93,18055,443,true,ICN,Asia Pacific,KR,Seoul,132,3.00
59.27.123.170,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,2.99
211.104.80.91,13082,443,true,ICN,Asia Pacific,KR,Seoul,116,2.99
118.43.208.141,21084,443,true,ICN,Asia Pacific,KR,Seoul,135,2.99
14.56.139.220,12415,443,true,ICN,Asia Pacific,KR,Seoul,126,2.98
125.140.167.153,29984,443,true,ICN,Asia Pacific,KR,Seoul,122,2.98
125.138.20.53,12106,443,true,ICN,Asia Pacific,KR,Seoul,127,2.97
121.180.184.145,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,2.97
119.201.255.245,50000,443,true,ICN,Asia Pacific,KR,Seoul,130,2.97
125.134.169.165,12221,443,true,ICN,Asia Pacific,KR,Seoul,126,2.97
175.198.156.202,14006,443,true,ICN,Asia Pacific,KR,Seoul,128,2.97
222.100.242.124,50000,443,true,ICN,Asia Pacific,KR,Seoul,127,2.96
121.133.117.221,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,2.96
118.41.108.52,50000,443,true,ICN,Asia Pacific,KR,Seoul,128,2.96
14.49.244.188,50000,443,true,ICN,Asia Pacific,KR,Seoul,140,2.96
121.174.123.40,12262,443,true,ICN,Asia Pacific,KR,Seoul,123,2.96
118.44.123.82,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,2.95
121.178.21.146,50000,443,true,ICN,Asia Pacific,KR,Seoul,139,2.95
118.43.208.141,18097,443,true,ICN,Asia Pacific,KR,Seoul,145,2.95
14.43.147.54,12260,443,true,ICN,Asia Pacific,KR,Seoul,132,2.95
211.196.223.206,10243,443,true,ICN,Asia Pacific,KR,Seoul,134,2.95
121.139.14.233,50003,443,true,ICN,Asia Pacific,KR,Seoul,118,2.94
210.126.67.51,18093,443,true,ICN,Asia Pacific,KR,Seoul,129,2.94
59.19.231.65,12540,443,true,ICN,Asia Pacific,KR,Seoul,122,2.94
221.151.152.135,11111,443,true,ICN,Asia Pacific,KR,Seoul,118,2.94
121.138.98.202,12158,443,true,ICN,Asia Pacific,KR,Seoul,139,2.93
220.79.185.100,16401,443,true,ICN,Asia Pacific,KR,Seoul,117,2.93
59.4.59.224,12174,443,true,ICN,Asia Pacific,KR,Seoul,129,2.93
221.165.212.251,12324,443,true,ICN,Asia Pacific,KR,Seoul,122,2.93
210.222.30.180,12103,443,true,ICN,Asia Pacific,KR,Seoul,122,2.92
218.147.120.55,12418,443,true,ICN,Asia Pacific,KR,Seoul,126,2.92
221.144.200.91,12323,443,true,ICN,Asia Pacific,KR,Seoul,134,2.91
222.102.190.56,50000,443,true,ICN,Asia Pacific,KR,Seoul,131,2.91
121.158.18.245,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,2.91
222.118.119.243,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,2.91
61.76.122.32,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,2.91
121.186.93.201,12139,443,true,ICN,Asia Pacific,KR,Seoul,131,2.90
59.21.90.161,50003,443,true,ICN,Asia Pacific,KR,Seoul,120,2.90
222.96.71.191,39622,443,true,ICN,Asia Pacific,KR,Seoul,123,2.90
121.141.36.55,18060,443,true,ICN,Asia Pacific,KR,Seoul,129,2.89
169.212.19.242,32746,443,true,ICN,Asia Pacific,KR,Seoul,130,2.89
218.150.189.114,50004,443,true,ICN,Asia Pacific,KR,Seoul,124,2.89
121.147.244.192,20800,443,true,ICN,Asia Pacific,KR,Seoul,122,2.88
121.176.175.54,12323,443,true,ICN,Asia Pacific,KR,Seoul,136,2.88
59.28.200.147,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,2.88
175.204.111.222,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,2.88
118.38.147.24,40005,80,false,ICN,Asia Pacific,KR,Seoul,120,2.88
211.198.97.38,29799,443,true,ICN,Asia Pacific,KR,Seoul,116,2.87
118.35.142.122,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,2.87
118.43.109.106,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,2.87
222.103.238.40,21263,443,true,ICN,Asia Pacific,KR,Seoul,145,2.87
220.72.106.250,40005,80,false,ICN,Asia Pacific,KR,Seoul,116,2.86
220.118.153.222,12326,443,true,ICN,Asia Pacific,KR,Seoul,146,2.86
14.41.85.118,11027,443,true,ICN,Asia Pacific,KR,Seoul,140,2.86
121.177.132.65,50000,443,true,ICN,Asia Pacific,KR,Seoul,132,2.86
222.117.185.28,17778,443,true,ICN,Asia Pacific,KR,Seoul,123,2.86
222.112.148.14,11007,443,true,ICN,Asia Pacific,KR,Seoul,148,2.86
211.251.204.117,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,2.85
121.155.61.102,12019,443,true,ICN,Asia Pacific,KR,Seoul,131,2.85
14.43.147.54,11371,443,true,ICN,Asia Pacific,KR,Seoul,133,2.85
222.108.1.191,33060,443,true,ICN,Asia Pacific,KR,Seoul,126,2.85
211.199.162.221,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,2.85
125.136.51.42,12394,443,true,ICN,Asia Pacific,KR,Seoul,122,2.85
125.139.244.155,12252,443,true,ICN,Asia Pacific,KR,Seoul,131,2.85
118.43.134.128,50000,443,true,ICN,Asia Pacific,KR,Seoul,132,2.84
115.23.196.54,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,2.84
59.19.15.198,11210,443,true,ICN,Asia Pacific,KR,Seoul,122,2.84
218.159.247.62,12297,443,true,ICN,Asia Pacific,KR,Seoul,143,2.84
222.119.232.157,12187,443,true,ICN,Asia Pacific,KR,Seoul,135,2.84
112.187.147.71,16085,443,true,ICN,Asia Pacific,KR,Seoul,121,2.83
221.157.0.159,50004,443,true,ICN,Asia Pacific,KR,Seoul,122,2.83
210.101.111.224,50003,443,true,ICN,Asia Pacific,KR,Seoul,128,2.83
14.32.158.138,25003,443,true,ICN,Asia Pacific,KR,Seoul,134,2.83
218.146.234.188,11112,443,true,ICN,Asia Pacific,KR,Seoul,120,2.82
220.85.122.216,18888,443,true,ICN,Asia Pacific,KR,Seoul,138,2.82
183.98.8.11,35100,443,true,ICN,Asia Pacific,KR,Seoul,122,2.82
118.45.113.48,10002,443,true,ICN,Asia Pacific,KR,Seoul,129,2.82
118.44.153.142,16013,443,true,ICN,Asia Pacific,KR,Seoul,122,2.82
118.38.232.227,22705,443,true,ICN,Asia Pacific,KR,Seoul,122,2.81
220.125.141.121,12364,443,true,ICN,Asia Pacific,KR,Seoul,137,2.81
59.23.75.51,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,2.81
61.79.232.2,18111,443,true,ICN,Asia Pacific,KR,Seoul,119,2.81
220.122.114.61,11481,443,true,ICN,Asia Pacific,KR,Seoul,124,2.80
211.105.138.237,38622,443,true,ICN,Asia Pacific,KR,Seoul,129,2.80
119.200.155.133,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,2.80
220.124.146.194,50000,443,true,ICN,Asia Pacific,KR,Seoul,116,2.80
221.160.59.152,50000,443,true,ICN,Asia Pacific,KR,Seoul,131,2.80
175.212.223.229,12373,443,true,ICN,Asia Pacific,KR,Seoul,126,2.80
121.145.201.24,50004,443,true,ICN,Asia Pacific,KR,Seoul,134,2.80
211.197.138.121,12123,443,true,ICN,Asia Pacific,KR,Seoul,134,2.79
221.150.72.11,40005,80,false,ICN,Asia Pacific,KR,Seoul,124,2.79
220.82.161.176,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,2.79
119.205.164.77,40005,80,false,ICN,Asia Pacific,KR,Seoul,127,2.79
14.52.220.149,16097,443,true,ICN,Asia Pacific,KR,Seoul,122,2.79
175.204.194.186,21236,443,true,ICN,Asia Pacific,KR,Seoul,118,2.78
125.132.46.2,12126,443,true,ICN,Asia Pacific,KR,Seoul,129,2.78
112.162.27.11,12445,443,true,ICN,Asia Pacific,KR,Seoul,124,2.78
118.41.71.28,21297,443,true,ICN,Asia Pacific,KR,Seoul,139,2.78
175.205.86.108,20084,443,true,ICN,Asia Pacific,KR,Seoul,124,2.78
175.198.50.227,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,2.77
125.130.105.60,25084,443,true,ICN,Asia Pacific,KR,Seoul,126,2.77
220.93.78.74,50000,443,true,ICN,Asia Pacific,KR,Seoul,131,2.77
118.41.218.248,50004,443,true,ICN,Asia Pacific,KR,Seoul,125,2.76
211.219.228.103,50004,443,true,ICN,Asia Pacific,KR,Seoul,135,2.76
112.168.173.214,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,2.75
59.10.63.62,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,2.75
121.159.206.244,50000,443,true,ICN,Asia Pacific,KR,Seoul,130,2.75
211.216.240.139,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,2.74
183.109.139.113,50000,443,true,ICN,Asia Pacific,KR,Seoul,129,2.74
115.22.253.113,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,2.74
59.14.40.188,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,2.74
218.151.61.149,12154,443,true,ICN,Asia Pacific,KR,Seoul,121,2.74
222.100.158.229,12284,443,true,ICN,Asia Pacific,KR,Seoul,129,2.74
218.159.40.58,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,2.74
222.104.23.36,12263,443,true,ICN,Asia Pacific,KR,Seoul,118,2.74
59.1.59.225,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,2.73
218.157.172.202,50000,443,true,ICN,Asia Pacific,KR,Seoul,130,2.73
121.158.247.42,12218,443,true,ICN,Asia Pacific,KR,Seoul,127,2.73
150.109.236.191,25565,443,true,ICN,Asia Pacific,KR,Seoul,124,2.73
119.199.164.158,50000,443,true,ICN,Asia Pacific,KR,Seoul,142,2.73
221.163.66.30,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,2.72
221.155.83.89,38422,443,true,ICN,Asia Pacific,KR,Seoul,147,2.72
121.179.114.121,12292,443,true,ICN,Asia Pacific,KR,Seoul,117,2.72
221.151.204.241,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,2.72
183.103.92.163,40005,80,false,ICN,Asia Pacific,KR,Seoul,124,2.72
175.215.204.244,12382,443,true,ICN,Asia Pacific,KR,Seoul,148,2.72
211.224.80.102,50003,443,true,ICN,Asia Pacific,KR,Seoul,126,2.71
121.142.137.147,12247,443,true,ICN,Asia Pacific,KR,Seoul,129,2.71
118.46.28.170,10390,443,true,ICN,Asia Pacific,KR,Seoul,137,2.71
112.163.175.120,18081,443,true,ICN,Asia Pacific,KR,Seoul,137,2.71
119.204.199.18,50003,443,true,ICN,Asia Pacific,KR,Seoul,130,2.71
168.126.210.143,12177,443,true,ICN,Asia Pacific,KR,Seoul,136,2.71
221.166.204.244,21083,443,true,ICN,Asia Pacific,KR,Seoul,140,2.71
211.193.185.191,40005,80,false,ICN,Asia Pacific,KR,Seoul,118,2.70
175.201.220.169,18086,443,true,ICN,Asia Pacific,KR,Seoul,135,2.70
121.190.91.175,16992,443,true,ICN,Asia Pacific,KR,Seoul,125,2.70
121.161.175.207,35122,443,true,ICN,Asia Pacific,KR,Seoul,135,2.70
222.108.106.148,11443,443,true,ICN,Asia Pacific,KR,Seoul,118,2.70
118.41.73.169,18016,443,true,ICN,Asia Pacific,KR,Seoul,134,2.69
61.83.53.33,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,2.69
121.149.121.84,12257,443,true,ICN,Asia Pacific,KR,Seoul,129,2.69
221.148.237.239,12563,443,true,ICN,Asia Pacific,KR,Seoul,125,2.69
54.180.202.133,8443,443,true,ICN,Asia Pacific,KR,Seoul,75,2.69
220.123.29.114,10909,443,true,ICN,Asia Pacific,KR,Seoul,143,2.69
218.150.231.4,12450,443,true,ICN,Asia Pacific,KR,Seoul,134,2.69
211.222.185.41,12424,443,true,ICN,Asia Pacific,KR,Seoul,120,2.68
14.46.193.166,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,2.68
115.22.37.41,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,2.68
119.194.79.217,10022,443,true,ICN,Asia Pacific,KR,Seoul,143,2.68
112.160.4.111,39422,443,true,ICN,Asia Pacific,KR,Seoul,128,2.68
121.131.107.242,21275,443,true,ICN,Asia Pacific,KR,Seoul,133,2.68
125.130.105.60,12150,443,true,ICN,Asia Pacific,KR,Seoul,123,2.68
183.100.19.19,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,2.67
211.196.80.94,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,2.67
59.17.133.70,12225,443,true,ICN,Asia Pacific,KR,Seoul,131,2.67
175.208.25.75,12184,443,true,ICN,Asia Pacific,KR,Seoul,126,2.67
222.96.143.13,50000,443,true,ICN,Asia Pacific,KR,Seoul,125,2.67
211.230.79.97,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,2.67
211.231.73.136,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,2.67
61.80.135.3,21318,443,true,ICN,Asia Pacific,KR,Seoul,128,2.66
121.191.210.194,40005,80,false,ICN,Asia Pacific,KR,Seoul,119,2.66
220.121.173.162,12470,443,true,ICN,Asia Pacific,KR,Seoul,117,2.66
125.132.46.2,10071,443,true,ICN,Asia Pacific,KR,Seoul,126,2.66
14.56.203.111,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,2.66
121.139.73.157,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,2.66
59.11.163.245,50000,443,true,ICN,Asia Pacific,KR,Seoul,124,2.66
14.39.43.121,12113,443,true,ICN,Asia Pacific,KR,Seoul,135,2.66
59.2.75.64,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,2.66
121.151.79.187,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,2.65
119.205.79.175,12252,443,true,ICN,Asia Pacific,KR,Seoul,119,2.65
222.114.215.70,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,2.65
183.107.163.3,21025,443,true,ICN,Asia Pacific,KR,Seoul,136,2.64
121.182.173.72,10021,443,true,ICN,Asia Pacific,KR,Seoul,121,2.64
121.139.227.25,50000,443,true,ICN,Asia Pacific,KR,Seoul,127,2.64
121.132.234.242,12524,443,true,ICN,Asia Pacific,KR,Seoul,126,2.64
14.35.238.84,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,2.64
175.204.247.79,50000,443,true,ICN,Asia Pacific,KR,Seoul,126,2.64
59.16.243.178,12315,443,true,ICN,Asia Pacific,KR,Seoul,112,2.63
121.133.115.185,12476,443,true,ICN,Asia Pacific,KR,Seoul,112,2.63
59.23.207.211,50000,443,true,ICN,Asia Pacific,KR,Seoul,117,2.63
14.63.82.112,50000,443,true,ICN,Asia Pacific,KR,Seoul,120,2.63
220.120.22.211,40005,80,false,ICN,Asia Pacific,KR,Seoul,115,2.63
220.89.88.209,12192,443,true,ICN,Asia Pacific,KR,Seoul,123,2.63
221.145.101.165,50000,443,true,ICN,Asia Pacific,KR,Seoul,113,2.63
125.138.28.68,12088,443,true,ICN,Asia Pacific,KR,Seoul,130,2.62
211.221.212.43,16042,443,true,ICN,Asia Pacific,KR,Seoul,120,2.62
175.215.204.244,10000,443,true,ICN,Asia Pacific,KR,Seoul,139,2.62
211.105.138.237,12365,443,true,ICN,Asia Pacific,KR,Seoul,126,2.62
14.38.83.195,10101,443,true,ICN,Asia Pacific,KR,Seoul,124,2.62
211.55.238.121,12268,443,true,ICN,Asia Pacific,KR,Seoul,153,2.62
220.126.187.68,40005,80,false,ICN,Asia Pacific,KR,Seoul,113,2.62
121.155.2.239,20256,443,true,ICN,Asia Pacific,KR,Seoul,128,2.62
175.210.253.107,50000,443,true,ICN,Asia Pacific,KR,Seoul,135,2.61
59.20.89.207,14026,443,true,ICN,Asia Pacific,KR,Seoul,123,2.61
112.187.164.131,10044,443,true,ICN,Asia Pacific,KR,Seoul,127,2.61
221.166.156.189,50000,443,true,ICN,Asia Pacific,KR,Seoul,114,2.61
211.225.82.68,11180,443,true,ICN,Asia Pacific,KR,Seoul,136,2.61
220.92.7.241,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,2.61
118.46.24.50,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,2.61
175.201.220.169,12428,443,true,ICN,Asia Pacific,KR,Seoul,133,2.61
121.157.71.100,50000,443,true,ICN,Asia Pacific,KR,Seoul,118,2.61
175.194.73.189,14182,443,true,ICN,Asia Pacific,KR,Seoul,119,2.61
211.184.62.104,30110,443,true,ICN,Asia Pacific,KR,Seoul,134,2.60
14.46.227.50,50000,443,true,ICN,Asia Pacific,KR,Seoul,119,2.60
220.70.173.69,11000,443,true,ICN,Asia Pacific,KR,Seoul,121,2.60
121.191.210.194,50000,443,true,ICN,Asia Pacific,KR,Seoul,123,2.60
210.126.110.161,50000,443,true,ICN,Asia Pacific,KR,Seoul,122,2.60
61.84.207.206,30003,443,true,ICN,Asia Pacific,KR,Seoul,120,2.59
211.35.188.45,50000,443,true,ICN,Asia Pacific,KR,Seoul,133,2.59
121.158.247.42,11288,443,true,ICN,Asia Pacific,KR,Seoul,125,2.59
211.217.188.169,50000,443,true,ICN,Asia Pacific,KR,Seoul,121,2.59
